Код,Группа,Наименование,Стоимость услуги,Наименование лаборатории,Дата
150652,"Аллергены пыльцы злаковых трав, определение специфических IgE",Ежа сборная Ig E,860 р.,CMD,17.12.2023
150651,"Аллергены пыльцы злаковых трав, определение специфических IgE",Рожь культивированная (посевная) Ig E,860 р.,CMD,17.12.2023
150656,"Аллергены пыльцы злаковых трав, определение специфических IgE",Плевел (рожь многолетняя) Ig E,860 р.,CMD,17.12.2023
150650,"Аллергены пыльцы злаковых трав, определение специфических IgE",Тимофеевка Ig E,860 р.,CMD,17.12.2023
150714,"Аллергены пыльцы сорных трав, определение специфических IgE",Лебеда Ig E,860 р.,CMD,17.12.2023
150713,"Аллергены пыльцы сорных трав, определение специфических IgE",Золотарник (золотая розга) Ig E,860 р.,CMD,17.12.2023
150710,"Аллергены пыльцы сорных трав, определение специфических IgE",Марь белая Ig E,860 р.,CMD,17.12.2023
150708,"Аллергены пыльцы сорных трав, определение специфических IgE",Одуванчик лекарственный Ig E,860 р.,CMD,17.12.2023
150707,"Аллергены пыльцы сорных трав, определение специфических IgE",Нивяник Ig E,860 р.,CMD,17.12.2023
150712,"Аллергены пыльцы сорных трав, определение специфических IgE",Полынь горькая Ig E,860 р.,CMD,17.12.2023
150711,"Аллергены пыльцы сорных трав, определение специфических IgE",Амброзия Ig E,860 р.,CMD,17.12.2023
150709,"Аллергены пыльцы сорных трав, определение специфических IgE",Подорожник Ig E,860 р.,CMD,17.12.2023
150706,"Аллергены пыльцы сорных трав, определение специфических IgE",Полынь обыкновенная Ig E,860 р.,CMD,17.12.2023
150759,"Аллергены пыльцы деревьев, определение специфических IgE",Ясень белый Ig E,860 р.,CMD,17.12.2023
150758,"Аллергены пыльцы деревьев, определение специфических IgE",Акация Ig E,860 р.,CMD,17.12.2023
150756,"Аллергены пыльцы деревьев, определение специфических IgE",Вяз Ig E,860 р.,CMD,17.12.2023
150755,"Аллергены пыльцы деревьев, определение специфических IgE",Клен ясенелистный Ig E,860 р.,CMD,17.12.2023
150754,"Аллергены пыльцы деревьев, определение специфических IgE",Ива белая Ig E,860 р.,CMD,17.12.2023
